time	V(N003,N002)	V(n001)	V(n003)	I(R1)
3.712415266635352e-003	-1.828008e+000	3.277935e+000	2.000000e+000	2.750365e-002
4.512415266635352e-003	-1.747535e+000	3.091293e+000	2.000000e+000	3.281212e-002
5.712415266635352e-003	-1.601341e+000	2.797818e+000	2.000000e+000	4.017615e-002
6.912415266635353e-003	-1.427182e+000	2.491390e+000	2.000000e+000	4.678961e-002
8.112415266635352e-003	-1.228120e+000	2.175627e+000	2.000000e+000	5.262466e-002
9.312415266635350e-003	-1.007308e+000	1.854060e+000	2.000000e+000	5.766238e-002
1.051241526663535e-002	-7.679577e-001	1.530106e+000	2.000000e+000	6.189258e-002
1.171241526663535e-002	-5.133066e-001	1.207039e+000	2.000000e+000	6.531338e-002
1.291241526663534e-002	-2.465816e-001	8.879622e-001	2.000000e+000	6.793096e-002
1.411241526663534e-002	2.902961e-002	5.757915e-001	2.000000e+000	6.975894e-002
1.491241526663534e-002	2.161632e-001	3.728593e-001	2.000000e+000	7.054888e-002
1.571241526663534e-002	4.049562e-001	1.749496e-001	2.000000e+000	7.100471e-002
1.611241526663534e-002	4.996994e-001	7.809885e-002	2.000000e+000	7.111008e-002
1.651241526663534e-002	5.945297e-001	-1.723746e-002	2.000000e+000	7.113539e-002
1.691241526663534e-002	6.893412e-001	-1.109793e-001	2.000000e+000	7.108191e-002
1.731241526663534e-002	7.840298e-001	-2.030498e-001	2.000000e+000	7.095100e-002
1.771241526663534e-002	8.784932e-001	-2.933752e-001	2.000000e+000	7.074410e-002
1.851241526663535e-002	1.066345e+000	-4.685109e-001	2.000000e+000	7.010829e-002
1.931241526663535e-002	1.252119e+000	-6.358593e-001	2.000000e+000	6.918703e-002
2.011241526663535e-002	1.435070e+000	-7.949443e-001	2.000000e+000	6.799369e-002
2.091241526663535e-002	1.614494e+000	-9.453421e-001	2.000000e+000	6.654242e-002
2.171241526663536e-002	1.789720e+000	-1.086680e+000	2.000000e+000	6.484800e-002
2.211241526663536e-002	1.875562e+000	-1.153850e+000	2.000000e+000	6.391439e-002
2.251241526663536e-002	1.960122e+000	-1.218638e+000	2.000000e+000	6.292580e-002
2.291241526663536e-002	2.043329e+000	-1.281013e+000	2.000000e+000	6.188422e-002
2.331241526663536e-002	2.125113e+000	-1.340946e+000	2.000000e+000	6.079169e-002
2.371241526663536e-002	2.205407e+000	-1.398412e+000	2.000000e+000	5.965024e-002
2.411241526663536e-002	2.284149e+000	-1.453387e+000	2.000000e+000	5.846194e-002
2.491241526663536e-002	2.436731e+000	-1.555793e+000	2.000000e+000	5.595315e-002
2.571241526663537e-002	2.582403e+000	-1.648046e+000	2.000000e+000	5.328212e-002
2.651241526663537e-002	2.720757e+000	-1.730074e+000	2.000000e+000	5.046587e-002
2.771241526663537e-002	2.913778e+000	-1.833908e+000	2.000000e+000	4.600651e-002
2.891241526663537e-002	3.088484e+000	-1.914809e+000	2.000000e+000	4.131628e-002
3.011241526663538e-002	3.244064e+000	-1.973107e+000	2.000000e+000	3.645214e-002
3.131241526663538e-002	3.379935e+000	-2.009335e+000	2.000000e+000	3.146998e-002
3.251241526663537e-002	3.495734e+000	-2.024216e+000	2.000000e+000	2.642409e-002
3.371241526663536e-002	3.591312e+000	-2.018647e+000	2.000000e+000	2.136676e-002
3.491241526663536e-002	3.666722e+000	-1.993679e+000	2.000000e+000	1.634782e-002
3.611241526663535e-002	3.722214e+000	-1.950501e+000	2.000000e+000	1.141431e-002
3.731241526663534e-002	3.758219e+000	-1.890421e+000	2.000000e+000	6.610129e-003
3.811241526663534e-002	3.771685e+000	-1.841672e+000	2.000000e+000	3.499348e-003
3.851241526663533e-002	3.775335e+000	-1.814851e+000	2.000000e+000	1.975795e-003
3.891241526663533e-002	3.776969e+000	-1.786474e+000	2.000000e+000	4.752423e-004
3.931241526663533e-002	3.776618e+000	-1.756598e+000	2.000000e+000	-1.001037e-003
3.971241526663533e-002	3.774316e+000	-1.725280e+000	2.000000e+000	-2.451818e-003
4.011241526663532e-002	3.770098e+000	-1.692579e+000	2.000000e+000	-3.875923e-003
4.051241526663532e-002	3.763999e+000	-1.658555e+000	2.000000e+000	-5.272225e-003
4.131241526663532e-002	3.746313e+000	-1.586770e+000	2.000000e+000	-7.977154e-003
4.211241526663531e-002	3.721578e+000	-1.510406e+000	2.000000e+000	-1.055857e-002
4.291241526663531e-002	3.690132e+000	-1.429947e+000	2.000000e+000	-1.300925e-002
4.411241526663530e-002	3.631166e+000	-1.302640e+000	2.000000e+000	-1.642630e-002
4.531241526663529e-002	3.559181e+000	-1.168848e+000	2.000000e+000	-1.951666e-002
4.651241526663529e-002	3.475513e+000	-1.030190e+000	2.000000e+000	-2.226616e-002
4.771241526663528e-002	3.381546e+000	-8.882538e-001	2.000000e+000	-2.466462e-002
4.891241526663527e-002	3.278699e+000	-7.445833e-001	2.000000e+000	-2.670578e-002
5.011241526663526e-002	3.168406e+000	-6.006627e-001	2.000000e+000	-2.838718e-002
5.131241526663526e-002	3.052106e+000	-4.579067e-001	2.000000e+000	-2.970998e-002
5.251241526663525e-002	2.931225e+000	-3.176495e-001	2.000000e+000	-3.067877e-002
5.371241526663524e-002	2.807163e+000	-1.811361e-001	2.000000e+000	-3.130137e-002
5.451241526663524e-002	2.723365e+000	-9.277799e-002	2.000000e+000	-3.152934e-002
5.491241526663523e-002	2.681286e+000	-4.951413e-002	2.000000e+000	-3.158860e-002
5.531241526663523e-002	2.639152e+000	-6.910661e-003	2.000000e+000	-3.161208e-002
5.571241526663523e-002	2.597011e+000	3.499639e-002	2.000000e+000	-3.160035e-002
5.611241526663523e-002	2.554908e+000	7.617236e-002	2.000000e+000	-3.155401e-002
5.651241526663522e-002	2.512889e+000	1.165840e-001	2.000000e+000	-3.147367e-002
5.691241526663522e-002	2.471000e+000	1.561994e-001	2.000000e+000	-3.135998e-002
5.771241526663522e-002	2.387785e+000	2.329209e-001	2.000000e+000	-3.103530e-002
5.851241526663521e-002	2.305604e+000	3.061100e-001	2.000000e+000	-3.058568e-002
5.931241526663521e-002	2.224780e+000	3.755629e-001	2.000000e+000	-3.001717e-002
6.011241526663520e-002	2.145624e+000	4.410986e-001	2.000000e+000	-2.933615e-002
6.091241526663520e-002	2.068427e+000	5.025589e-001	2.000000e+000	-2.854929e-002
6.131241526663520e-002	2.030648e+000	5.317180e-001	2.000000e+000	-2.811832e-002
6.171241526663519e-002	1.993461e+000	5.598093e-001	2.000000e+000	-2.766349e-002
6.211241526663519e-002	1.956894e+000	5.868197e-001	2.000000e+000	-2.718571e-002
6.251241526663519e-002	1.920980e+000	6.127374e-001	2.000000e+000	-2.668587e-002
6.291241526663519e-002	1.885746e+000	6.375517e-001	2.000000e+000	-2.616489e-002
6.371241526663518e-002	1.817429e+000	6.838354e-001	2.000000e+000	-2.506323e-002
6.451241526663518e-002	1.752149e+000	7.256144e-001	2.000000e+000	-2.388817e-002
6.531241526663517e-002	1.690091e+000	7.628540e-001	2.000000e+000	-2.264727e-002
6.611241526663517e-002	1.631422e+000	7.955401e-001	2.000000e+000	-2.134810e-002
6.731241526663516e-002	1.550082e+000	8.360511e-001	2.000000e+000	-1.930667e-002
6.851241526663515e-002	1.477093e+000	8.664399e-001	2.000000e+000	-1.717665e-002
6.971241526663514e-002	1.412758e+000	8.869039e-001	2.000000e+000	-1.498312e-002
7.091241526663514e-002	1.357283e+000	8.977277e-001	2.000000e+000	-1.275054e-002
7.211241526663513e-002	1.310776e+000	8.992758e-001	2.000000e+000	-1.050258e-002
7.331241526663512e-002	1.273252e+000	8.919854e-001	2.000000e+000	-8.261885e-003
7.451241526663512e-002	1.244640e+000	8.763587e-001	2.000000e+000	-6.049943e-003
7.571241526663511e-002	1.224784e+000	8.529543e-001	2.000000e+000	-3.886903e-003
7.651241526663510e-002	1.216298e+000	8.333285e-001	2.000000e+000	-2.481340e-003
7.691241526663510e-002	1.213450e+000	8.223795e-001	2.000000e+000	-1.791460e-003
7.731241526663510e-002	1.211515e+000	8.107054e-001	2.000000e+000	-1.111007e-003
7.771241526663510e-002	1.210480e+000	7.983311e-001	2.000000e+000	-4.405743e-004
7.811241526663509e-002	1.210333e+000	7.852819e-001	2.000000e+000	2.192645e-004
7.851241526663509e-002	1.211058e+000	7.715832e-001	2.000000e+000	8.679578e-004
7.891241526663509e-002	1.212640e+000	7.572609e-001	2.000000e+000	1.504975e-003
7.931241526663509e-002	1.215063e+000	7.423410e-001	2.000000e+000	2.129808e-003
8.011241526663508e-002	1.222366e+000	7.108142e-001	2.000000e+000	3.340993e-003
8.091241526663508e-002	1.232827e+000	6.772152e-001	2.000000e+000	4.497882e-003
8.171241526663507e-002	1.246297e+000	6.417589e-001	2.000000e+000	5.597201e-003
8.251241526663507e-002	1.262618e+000	6.046609e-001	2.000000e+000	6.636034e-003
8.371241526663506e-002	1.292084e+000	5.464081e-001	2.000000e+000	8.075379e-003
8.491241526663505e-002	1.327012e+000	4.856712e-001	2.000000e+000	9.365849e-003
8.611241526663505e-002	1.366794e+000	4.231633e-001	2.000000e+000	1.050213e-002
8.731241526663504e-002	1.410807e+000	3.595799e-001	2.000000e+000	1.148067e-002
8.851241526663503e-002	1.458415e+000	2.955929e-001	2.000000e+000	1.229962e-002
8.971241526663502e-002	1.508979e+000	2.318456e-001	2.000000e+000	1.295878e-002
9.091241526663502e-002	1.561862e+000	1.689474e-001	2.000000e+000	1.345953e-002
9.211241526663501e-002	1.616436e+000	1.074699e-001	2.000000e+000	1.380470e-002
9.291241526663500e-002	1.653454e+000	6.753764e-002	2.000000e+000	1.395042e-002
9.331241526663500e-002	1.672087e+000	4.794290e-002	2.000000e+000	1.399853e-002
9.371241526663500e-002	1.690773e+000	2.861916e-002	2.000000e+000	1.403042e-002
9.411241526663500e-002	1.709490e+000	9.583211e-003	2.000000e+000	1.404632e-002
9.451241526663499e-002	1.728219e+000	-9.148719e-003	2.000000e+000	1.404649e-002
9.491241526663499e-002	1.746937e+000	-2.756102e-002	2.000000e+000	1.403118e-002
9.531241526663499e-002	1.765625e+000	-4.563870e-002	2.000000e+000	1.400067e-002
9.571241526663499e-002	1.784263e+000	-6.336735e-002	2.000000e+000	1.395524e-002
9.651241526663498e-002	1.821307e+000	-9.772320e-002	2.000000e+000	1.382082e-002
9.731241526663498e-002	1.857918e+000	-1.305260e-001	2.000000e+000	1.363042e-002
9.811241526663497e-002	1.893949e+000	-1.616834e-001	2.000000e+000	1.338672e-002
9.891241526663497e-002	1.929263e+000	-1.911132e-001	2.000000e+000	1.309251e-002
9.971241526663496e-002	1.963728e+000	-2.187433e-001	2.000000e+000	1.275075e-002
1.001124152666350e-001	1.980604e+000	-2.318639e-001	2.000000e+000	1.256299e-002
1.005124152666350e-001	1.997222e+000	-2.445122e-001	2.000000e+000	1.236449e-002
1.009124152666350e-001	2.013569e+000	-2.566822e-001	2.000000e+000	1.215565e-002
1.013124152666350e-001	2.029631e+000	-2.683682e-001	2.000000e+000	1.193687e-002
1.017124152666350e-001	2.045394e+000	-2.795655e-001	2.000000e+000	1.170855e-002
1.025124152666350e-001	2.075978e+000	-3.004774e-001	2.000000e+000	1.122496e-002
1.033124152666349e-001	2.105228e+000	-3.193911e-001	2.000000e+000	1.070817e-002
1.041124152666349e-001	2.133059e+000	-3.362896e-001	2.000000e+000	1.016154e-002
1.049124152666349e-001	2.159396e+000	-3.511649e-001	2.000000e+000	9.588437e-003
1.061124152666349e-001	2.195960e+000	-3.696899e-001	2.000000e+000	8.686507e-003
1.073124152666349e-001	2.228831e+000	-3.837091e-001	2.000000e+000	7.743909e-003
1.085124152666349e-001	2.257870e+000	-3.933057e-001	2.000000e+000	6.771813e-003
1.097124152666349e-001	2.282979e+000	-3.986019e-001	2.000000e+000	5.781130e-003
1.109124152666349e-001	2.304107e+000	-3.997557e-001	2.000000e+000	4.782420e-003
1.121124152666349e-001	2.321242e+000	-3.969577e-001	2.000000e+000	3.785805e-003
1.133124152666349e-001	2.334410e+000	-3.904281e-001	2.000000e+000	2.800895e-003
1.145124152666349e-001	2.343678e+000	-3.804123e-001	2.000000e+000	1.836717e-003
1.153124152666349e-001	2.347737e+000	-3.719298e-001	2.000000e+000	1.209618e-003
1.161124152666349e-001	2.350145e+000	-3.621004e-001	2.000000e+000	5.977891e-004
1.165124152666349e-001	2.350742e+000	-3.567077e-001	2.000000e+000	2.982853e-004
1.169124152666349e-001	2.350943e+000	-3.510111e-001	2.000000e+000	3.402385e-006
1.173124152666349e-001	2.350754e+000	-3.450220e-001	2.000000e+000	-2.866113e-004
1.177124152666349e-001	2.350182e+000	-3.387519e-001	2.000000e+000	-5.715167e-004
1.181124152666349e-001	2.349234e+000	-3.322121e-001	2.000000e+000	-8.510845e-004
1.185124152666349e-001	2.347916e+000	-3.254144e-001	2.000000e+000	-1.125095e-003
1.193124152666348e-001	2.344205e+000	-3.110925e-001	2.000000e+000	-1.655612e-003
1.201124152666348e-001	2.339111e+000	-2.958809e-001	2.000000e+000	-2.161508e-003
1.209124152666348e-001	2.332703e+000	-2.798752e-001	2.000000e+000	-2.641378e-003
1.221124152666348e-001	2.320782e+000	-2.545876e-001	2.000000e+000	-3.309710e-003
1.233124152666348e-001	2.306316e+000	-2.280523e-001	2.000000e+000	-3.913202e-003
1.245124152666348e-001	2.289571e+000	-2.005886e-001	2.000000e+000	-4.449136e-003
1.257124152666348e-001	2.270821e+000	-1.725094e-001	2.000000e+000	-4.915582e-003
1.269124152666349e-001	2.250346e+000	-1.441184e-001	2.000000e+000	-5.311384e-003
1.281124152666349e-001	2.228430e+000	-1.157074e-001	2.000000e+000	-5.636130e-003
1.293124152666349e-001	2.205357e+000	-8.755425e-002	2.000000e+000	-5.890121e-003
1.305124152666350e-001	2.181407e+000	-5.992070e-002	2.000000e+000	-6.074330e-003
1.317124152666350e-001	2.156858e+000	-3.305068e-002	2.000000e+000	-6.190366e-003
1.325124152666350e-001	2.140291e+000	-1.567328e-002	2.000000e+000	-6.230909e-003
1.329124152666350e-001	2.131977e+000	-7.168809e-003	2.000000e+000	-6.240422e-003
1.333124152666350e-001	2.123655e+000	1.203018e-003	2.000000e+000	-6.242902e-003
1.337124152666351e-001	2.115334e+000	9.435174e-003	2.000000e+000	-6.238465e-003
1.341124152666351e-001	2.107024e+000	1.752090e-002	2.000000e+000	-6.227228e-003
1.345124152666351e-001	2.098733e+000	2.545370e-002	2.000000e+000	-6.209317e-003
1.353124152666351e-001	2.082244e+000	4.083598e-002	2.000000e+000	-6.153996e-003
1.361124152666351e-001	2.065936e+000	5.553567e-002	2.000000e+000	-6.073603e-003
1.369124152666351e-001	2.049875e+000	6.951091e-002	2.000000e+000	-5.969310e-003
1.381124152666352e-001	2.026381e+000	8.903506e-002	2.000000e+000	-5.770785e-003
1.389124152666352e-001	2.011200e+000	1.010459e-001	2.000000e+000	-5.612289e-003
1.393124152666352e-001	2.003775e+000	1.067396e-001	2.000000e+000	-5.525707e-003
1.397124152666352e-001	1.996468e+000	1.122216e-001	2.000000e+000	-5.434468e-003
1.401124152666352e-001	1.989286e+000	1.174894e-001	2.000000e+000	-5.338751e-003
1.405124152666352e-001	1.982234e+000	1.225407e-001	2.000000e+000	-5.238734e-003
1.413124152666353e-001	1.968544e+000	1.319862e-001	2.000000e+000	-5.026528e-003
1.421124152666353e-001	1.955441e+000	1.405455e-001	2.000000e+000	-4.799317e-003
1.429124152666353e-001	1.942961e+000	1.482102e-001	2.000000e+000	-4.558586e-003
1.437124152666353e-001	1.931140e+000	1.549762e-001	2.000000e+000	-4.305830e-003
1.449124152666354e-001	1.914708e+000	1.634409e-001	2.000000e+000	-3.907424e-003
1.461124152666354e-001	1.899907e+000	1.699002e-001	2.000000e+000	-3.490370e-003
1.473124152666354e-001	1.886804e+000	1.743889e-001	2.000000e+000	-3.059640e-003
1.485124152666355e-001	1.875443e+000	1.769595e-001	2.000000e+000	-2.620098e-003
1.497124152666355e-001	1.865849e+000	1.776803e-001	2.000000e+000	-2.176457e-003
1.509124152666355e-001	1.858030e+000	1.766346e-001	2.000000e+000	-1.733240e-003
1.521124152666356e-001	1.851976e+000	1.739186e-001	2.000000e+000	-1.294745e-003
1.525695581237785e-001	1.850136e+000	1.724497e-001	2.000000e+000	-1.129302e-003
1.530267009809213e-001	1.848540e+000	1.707773e-001	2.000000e+000	-9.658452e-004
1.534838438380642e-001	1.847186e+000	1.689014e-001	2.000000e+000	-8.043742e-004
1.539409866952071e-001	1.846076e+000	1.668219e-001	2.000000e+000	-6.448893e-004
1.543981295523499e-001	1.845209e+000	1.645388e-001	2.000000e+000	-4.873903e-004
1.548552724094928e-001	1.844585e+000	1.620522e-001	2.000000e+000	-3.318773e-004
1.553124152666357e-001	1.844205e+000	1.593621e-001	2.000000e+000	-1.783502e-004
1.557124152666357e-001	1.844055e+000	1.568767e-001	2.000000e+000	-4.658397e-005
1.561124152666357e-001	1.844079e+000	1.542596e-001	2.000000e+000	8.305615e-005
1.565124152666357e-001	1.844275e+000	1.515158e-001	2.000000e+000	2.104625e-004
1.569124152666357e-001	1.844639e+000	1.486504e-001	2.000000e+000	3.355315e-004
1.573124152666357e-001	1.845168e+000	1.456686e-001	2.000000e+000	4.581641e-004
1.581124152666358e-001	1.846708e+000	1.393767e-001	2.000000e+000	6.957451e-004
1.589124152666358e-001	1.848868e+000	1.326821e-001	2.000000e+000	9.224992e-004
1.597124152666358e-001	1.851617e+000	1.256273e-001	2.000000e+000	1.137791e-003
1.609124152666358e-001	1.856777e+000	1.144628e-001	2.000000e+000	1.438019e-003
1.621124152666359e-001	1.863081e+000	1.027274e-001	2.000000e+000	1.709595e-003
1.633124152666359e-001	1.870411e+000	9.056313e-002	2.000000e+000	1.951270e-003
1.645124152666359e-001	1.878648e+000	7.810954e-002	2.000000e+000	2.162147e-003
1.657124152666360e-001	1.887664e+000	6.550206e-002	2.000000e+000	2.341672e-003
1.669124152666360e-001	1.897336e+000	5.287105e-002	2.000000e+000	2.489625e-003
1.681124152666360e-001	1.907537e+000	4.034074e-002	2.000000e+000	2.606104e-003
1.693124152666361e-001	1.918142e+000	2.802832e-002	2.000000e+000	2.691508e-003
1.705124152666361e-001	1.929026e+000	1.604314e-002	2.000000e+000	2.746520e-003
1.713124152666361e-001	1.936380e+000	8.284985e-003	2.000000e+000	2.766768e-003
1.717124152666361e-001	1.940072e+000	4.486036e-003	2.000000e+000	2.772086e-003
1.721124152666362e-001	1.943770e+000	7.449248e-004	2.000000e+000	2.774263e-003
1.725124152666362e-001	1.947468e+000	-2.935185e-003	2.000000e+000	2.773349e-003
1.729124152666362e-001	1.951163e+000	-6.551247e-003	2.000000e+000	2.769394e-003
1.737124152666362e-001	1.958528e+000	-1.357965e-002	2.000000e+000	2.752584e-003
1.745124152666362e-001	1.965832e+000	-2.031835e-002	2.000000e+000	2.724300e-003
1.753124152666362e-001	1.973047e+000	-2.674741e-002	2.000000e+000	2.685041e-003
1.761124152666363e-001	1.980142e+000	-3.284888e-002	2.000000e+000	2.635338e-003
1.773124152666363e-001	1.990504e+000	-4.135260e-002	2.000000e+000	2.542432e-003
1.781124152666363e-001	1.997187e+000	-4.656989e-002	2.000000e+000	2.469121e-003
1.785124152666363e-001	2.000453e+000	-4.903872e-002	2.000000e+000	2.429282e-003
1.789124152666363e-001	2.003664e+000	-5.141272e-002	2.000000e+000	2.387425e-003
1.793124152666364e-001	2.006818e+000	-5.369085e-002	2.000000e+000	2.343630e-003
1.801124152666364e-001	2.012945e+000	-5.795593e-002	2.000000e+000	2.250546e-003
1.809124152666364e-001	2.018814e+000	-6.182802e-002	2.000000e+000	2.150681e-003
1.817124152666364e-001	2.024409e+000	-6.530306e-002	2.000000e+000	2.044694e-003
1.829124152666365e-001	2.032253e+000	-6.976695e-002	2.000000e+000	1.875685e-003
1.841124152666365e-001	2.039401e+000	-7.333332e-002	2.000000e+000	1.696639e-003
1.853124152666365e-001	2.045815e+000	-7.601122e-002	2.000000e+000	1.509792e-003
1.865124152666366e-001	2.051471e+000	-7.781784e-002	2.000000e+000	1.317342e-003
1.877124152666366e-001	2.056349e+000	-7.877807e-002	2.000000e+000	1.121440e-003
1.889124152666366e-001	2.060441e+000	-7.892384e-002	2.000000e+000	9.241630e-004
1.901124152666367e-001	2.063743e+000	-7.829343e-002	2.000000e+000	7.274995e-004
1.906838438380653e-001	2.065035e+000	-7.771868e-002	2.000000e+000	6.341727e-004
1.912552724094938e-001	2.066156e+000	-7.699711e-002	2.000000e+000	5.420603e-004
1.918267009809224e-001	2.067105e+000	-7.612873e-002	2.000000e+000	4.511624e-004
1.923981295523510e-001	2.067884e+000	-7.511354e-002	2.000000e+000	3.614789e-004
1.929695581237796e-001	2.068491e+000	-7.395153e-002	2.000000e+000	2.730099e-004
1.935409866952082e-001	2.068928e+000	-7.264270e-002	2.000000e+000	1.857553e-004
1.941124152666368e-001	2.069193e+000	-7.118706e-002	2.000000e+000	9.971519e-005
1.945124152666368e-001	2.069286e+000	-7.010335e-002	2.000000e+000	4.084412e-005
1.949124152666368e-001	2.069302e+000	-6.896032e-002	2.000000e+000	-1.709908e-005
1.953124152666368e-001	2.069242e+000	-6.776021e-002	2.000000e+000	-7.406593e-005
1.957124152666368e-001	2.069105e+000	-6.650528e-002	2.000000e+000	-1.300098e-004
1.961124152666368e-001	2.068896e+000	-6.519783e-002	2.000000e+000	-1.848860e-004
1.969124152666369e-001	2.068260e+000	-6.243459e-002	2.000000e+000	-2.912659e-004
1.977124152666369e-001	2.067347e+000	-5.948916e-002	2.000000e+000	-3.928864e-004
1.985124152666369e-001	2.066170e+000	-5.638037e-002	2.000000e+000	-4.894597e-004
1.993124152666369e-001	2.064742e+000	-5.312715e-002	2.000000e+000	-5.807291e-004
2.005124152666370e-001	2.062162e+000	-4.801798e-002	2.000000e+000	-7.072053e-004
2.017124152666370e-001	2.059102e+000	-4.269002e-002	2.000000e+000	-8.206230e-004
2.029124152666370e-001	2.055616e+000	-3.720587e-002	2.000000e+000	-9.205139e-004
2.041124152666371e-001	2.051758e+000	-3.162657e-002	2.000000e+000	-1.006564e-003
2.053124152666371e-001	2.047583e+000	-2.601115e-002	2.000000e+000	-1.078610e-003
2.065124152666371e-001	2.043149e+000	-2.041607e-002	2.000000e+000	-1.136632e-003
2.077124152666372e-001	2.038510e+000	-1.489487e-002	2.000000e+000	-1.180750e-003
2.082838438380658e-001	2.036231e+000	-1.229484e-002	2.000000e+000	-1.196810e-003
2.088552724094943e-001	2.033938e+000	-9.739871e-003	2.000000e+000	-1.209931e-003
2.094267009809229e-001	2.031632e+000	-7.229971e-003	2.000000e+000	-1.220113e-003
2.099981295523515e-001	2.029312e+000	-4.765135e-003	2.000000e+000	-1.227357e-003
2.105695581237801e-001	2.026979e+000	-2.345364e-003	2.000000e+000	-1.231662e-003
2.111409866952087e-001	2.024631e+000	2.934203e-005	2.000000e+000	-1.233028e-003
2.117124152666373e-001	2.022270e+000	2.358984e-003	2.000000e+000	-1.231455e-003
2.125124152666373e-001	2.018994e+000	5.503641e-003	2.000000e+000	-1.224888e-003
2.133124152666373e-001	2.015743e+000	8.521180e-003	2.000000e+000	-1.213185e-003
2.141124152666374e-001	2.012529e+000	1.140258e-002	2.000000e+000	-1.196565e-003
2.153124152666374e-001	2.007807e+000	1.545191e-002	2.000000e+000	-1.162931e-003
2.165124152666374e-001	2.003239e+000	1.915321e-002	2.000000e+000	-1.119606e-003
2.173124152666374e-001	2.000298e+000	2.141779e-002	2.000000e+000	-1.085777e-003
2.181124152666375e-001	1.997452e+000	2.351456e-002	2.000000e+000	-1.048314e-003
2.189124152666375e-001	1.994710e+000	2.543988e-002	2.000000e+000	-1.007499e-003
2.197124152666375e-001	1.992081e+000	2.719095e-002	2.000000e+000	-9.636204e-004
2.209124152666376e-001	1.988367e+000	2.948682e-002	2.000000e+000	-8.926970e-004
2.221124152666376e-001	1.984947e+000	3.138340e-002	2.000000e+000	-8.165331e-004
2.233124152666376e-001	1.981841e+000	3.288170e-002	2.000000e+000	-7.361264e-004
2.245124152666377e-001	1.979063e+000	3.398652e-002	2.000000e+000	-6.524672e-004
2.257124152666377e-001	1.976624e+000	3.470629e-002	2.000000e+000	-5.665293e-004
2.269124152666377e-001	1.974532e+000	3.505277e-002	2.000000e+000	-4.792613e-004
2.281124152666378e-001	1.972791e+000	3.504078e-002	2.000000e+000	-3.915785e-004
2.287409866952092e-001	1.972021e+000	3.488921e-002	2.000000e+000	-3.455031e-004
2.293695581237807e-001	1.971344e+000	3.465478e-002	2.000000e+000	-2.999553e-004
2.299981295523521e-001	1.970761e+000	3.433749e-002	2.000000e+000	-2.549353e-004
2.306267009809235e-001	1.970272e+000	3.393734e-002	2.000000e+000	-2.104429e-004
2.312552724094950e-001	1.969875e+000	3.345433e-002	2.000000e+000	-1.664782e-004
2.318838438380664e-001	1.969572e+000	3.288846e-002	2.000000e+000	-1.230411e-004
2.325124152666379e-001	1.969363e+000	3.223973e-002	2.000000e+000	-8.013178e-005
2.329124152666379e-001	1.969274e+000	3.179516e-002	2.000000e+000	-5.345052e-005
2.333124152666379e-001	1.969220e+000	3.132290e-002	2.000000e+000	-2.715130e-005
2.337124152666379e-001	1.969201e+000	3.082395e-002	2.000000e+000	-1.256762e-006
2.341124152666379e-001	1.969216e+000	3.029929e-002	2.000000e+000	2.421125e-005
2.345124152666379e-001	1.969265e+000	2.974992e-002	2.000000e+000	4.923172e-005
2.349124152666380e-001	1.969347e+000	2.917685e-002	2.000000e+000	7.378449e-005
2.353124152666380e-001	1.969462e+000	2.858111e-002	2.000000e+000	9.785024e-005
2.361124152666380e-001	1.969785e+000	2.732575e-002	2.000000e+000	1.444477e-004
2.369124152666380e-001	1.970230e+000	2.599216e-002	2.000000e+000	1.888867e-004
