time	V(N003,N002)	V(n001)	V(n003)	I(R1)
2.377124152666380e-001	1.970790e+000	2.458871e-002	2.000000e+000	2.310439e-004
2.389124152666381e-001	1.971834e+000	2.237101e-002	2.000000e+000	2.897659e-004
2.401124152666381e-001	1.973101e+000	2.004346e-002	2.000000e+000	3.428009e-004
2.413124152666381e-001	1.974568e+000	1.763408e-002	2.000000e+000	3.899095e-004
2.425124152666382e-001	1.976211e+000	1.517035e-002	2.000000e+000	4.309216e-004
2.437124152666382e-001	1.978006e+000	1.267893e-002	2.000000e+000	4.657347e-004
2.449124152666382e-001	1.979928e+000	1.018544e-002	2.000000e+000	4.943120e-004
2.461124152666383e-001	1.981952e+000	7.714284e-003	2.000000e+000	5.166791e-004
2.473124152666383e-001	1.984053e+000	5.288453e-003	2.000000e+000	5.329208e-004
2.481124152666383e-001	1.985501e+000	3.694536e-003	2.000000e+000	5.402194e-004
2.489124152666384e-001	1.986949e+000	2.149126e-003	2.000000e+000	5.450971e-004
2.497124152666384e-001	1.988397e+000	6.522226e-004	2.000000e+000	5.475539e-004
2.505124152666384e-001	1.989844e+000	-7.961745e-004	2.000000e+000	5.475898e-004
2.513124152666384e-001	1.991292e+000	-2.196065e-003	2.000000e+000	5.452048e-004
2.521124152666384e-001	1.992739e+000	-3.547449e-003	2.000000e+000	5.403989e-004
2.529124152666384e-001	1.994187e+000	-4.850326e-003	2.000000e+000	5.331722e-004
2.541124152666385e-001	1.996292e+000	-6.667000e-003	2.000000e+000	5.187467e-004
2.553124152666385e-001	1.998331e+000	-8.330125e-003	2.000000e+000	4.999697e-004
2.565124152666385e-001	2.000286e+000	-9.830982e-003	2.000000e+000	4.772363e-004
2.577124152666386e-001	2.002144e+000	-1.116286e-002	2.000000e+000	4.509611e-004
2.589124152666386e-001	2.003890e+000	-1.232101e-002	2.000000e+000	4.215727e-004
2.601124152666386e-001	2.005512e+000	-1.330264e-002	2.000000e+000	3.895093e-004
2.613124152666387e-001	2.007002e+000	-1.410677e-002	2.000000e+000	3.552137e-004
2.625124152666387e-001	2.008352e+000	-1.473423e-002	2.000000e+000	3.191291e-004
2.637124152666387e-001	2.009554e+000	-1.518751e-002	2.000000e+000	2.816942e-004
2.645124152666388e-001	2.010271e+000	-1.538934e-002	2.000000e+000	2.559097e-004
2.653124152666388e-001	2.010920e+000	-1.552245e-002	2.000000e+000	2.301358e-004
2.661124152666388e-001	2.011499e+000	-1.558683e-002	2.000000e+000	2.043725e-004
2.669124152666388e-001	2.012010e+000	-1.558249e-002	2.000000e+000	1.786197e-004
2.677124152666389e-001	2.012452e+000	-1.550942e-002	2.000000e+000	1.528776e-004
2.685124152666389e-001	2.012825e+000	-1.536763e-002	2.000000e+000	1.271460e-004
2.693124152666389e-001	2.013129e+000	-1.515712e-002	2.000000e+000	1.014250e-004
2.705124152666389e-001	2.013459e+000	-1.473982e-002	2.000000e+000	6.402982e-005
2.713124152666390e-001	2.013597e+000	-1.439244e-002	2.000000e+000	3.974731e-005
2.717124152666390e-001	2.013643e+000	-1.419923e-002	2.000000e+000	2.783409e-005
2.721124152666390e-001	2.013672e+000	-1.399357e-002	2.000000e+000	1.608707e-005
2.725124152666390e-001	2.013686e+000	-1.377589e-002	2.000000e+000	4.516451e-006
2.729124152666390e-001	2.013684e+000	-1.354664e-002	2.000000e+000	-6.867936e-006
2.733124152666390e-001	2.013667e+000	-1.330625e-002	2.000000e+000	-1.805663e-005
2.737124152666390e-001	2.013636e+000	-1.305517e-002	2.000000e+000	-2.904053e-005
2.741124152666390e-001	2.013590e+000	-1.279386e-002	2.000000e+000	-3.981093e-005
2.749124152666391e-001	2.013456e+000	-1.224238e-002	2.000000e+000	-6.067826e-005
2.757124152666391e-001	2.013267e+000	-1.165548e-002	2.000000e+000	-8.059652e-005
2.765124152666391e-001	2.013027e+000	-1.103690e-002	2.000000e+000	-9.950980e-005
2.777124152666392e-001	2.012576e+000	-1.005781e-002	2.000000e+000	-1.258884e-004
2.789124152666392e-001	2.012024e+000	-9.028450e-003	2.000000e+000	-1.497540e-004
2.801124152666392e-001	2.011381e+000	-7.961305e-003	2.000000e+000	-1.709966e-004
2.813124152666393e-001	2.010659e+000	-6.868616e-003	2.000000e+000	-1.895372e-004
2.825124152666393e-001	2.009869e+000	-5.762277e-003	2.000000e+000	-2.053268e-004
2.837124152666393e-001	2.009021e+000	-4.653734e-003	2.000000e+000	-2.183457e-004
2.849124152666394e-001	2.008126e+000	-3.553896e-003	2.000000e+000	-2.286020e-004
2.861124152666394e-001	2.007196e+000	-2.473056e-003	2.000000e+000	-2.361307e-004
2.871409866952108e-001	2.006363e+000	-1.557844e-003	2.000000e+000	-2.402622e-004
2.881695581237823e-001	2.005534e+000	-6.808953e-004	2.000000e+000	-2.426705e-004
2.891981295523537e-001	2.004709e+000	1.577903e-004	2.000000e+000	-2.433558e-004
2.902267009809252e-001	2.003888e+000	9.582128e-004	2.000000e+000	-2.423179e-004
2.912552724094967e-001	2.003071e+000	1.720372e-003	2.000000e+000	-2.395570e-004
2.922838438380682e-001	2.002257e+000	2.444268e-003	2.000000e+000	-2.350731e-004
2.933124152666396e-001	2.001447e+000	3.129901e-003	2.000000e+000	-2.288660e-004
2.942822130856911e-001	2.000711e+000	3.722628e-003	2.000000e+000	-2.216739e-004
2.952520109047426e-001	2.000006e+000	4.265443e-003	2.000000e+000	-2.135915e-004
2.962218087237941e-001	1.999334e+000	4.758345e-003	2.000000e+000	-2.046189e-004
2.971916065428455e-001	1.998694e+000	5.201335e-003	2.000000e+000	-1.947559e-004
2.981614043618970e-001	1.998086e+000	5.594412e-003	2.000000e+000	-1.840026e-004
2.991312021809485e-001	1.997510e+000	5.937577e-003	2.000000e+000	-1.723591e-004
3.001010000000000e-001	1.996966e+000	6.230830e-003	2.000000e+000	-1.598252e-004
3.001016000000000e-001	1.996965e+000	-2.393733e+000	-4.000000e-001	-1.616091e-004
3.001020000000000e-001	1.996965e+000	-3.993685e+000	-2.000000e+000	-1.640205e-004
3.005384742857040e-001	1.993405e+000	-3.918147e+000	-2.000000e+000	-3.762900e-003
3.009749485714080e-001	1.985032e+000	-3.839324e+000	-2.000000e+000	-7.285374e-003
3.014114228571120e-001	1.971844e+000	-3.757216e+000	-2.000000e+000	-1.073144e-002
3.018478971428160e-001	1.953844e+000	-3.671822e+000	-2.000000e+000	-1.410111e-002
3.022843714285199e-001	1.931030e+000	-3.583143e+000	-2.000000e+000	-1.739437e-002
3.027208457142240e-001	1.903403e+000	-3.491178e+000	-2.000000e+000	-2.061122e-002
3.031573199999280e-001	1.870962e+000	-3.395928e+000	-2.000000e+000	-2.375168e-002
3.039573199999280e-001	1.800227e+000	-3.214994e+000	-2.000000e+000	-2.926164e-002
3.051573199999280e-001	1.667603e+000	-2.928718e+000	-2.000000e+000	-3.694423e-002
3.063573199999281e-001	1.505707e+000	-2.627863e+000	-2.000000e+000	-4.389222e-002
3.075573199999281e-001	1.317544e+000	-2.316070e+000	-2.000000e+000	-5.007371e-002
3.087573199999281e-001	1.106229e+000	-1.996912e+000	-2.000000e+000	-5.546584e-002
3.099573199999282e-001	8.749487e-001	-1.673857e+000	-2.000000e+000	-6.005457e-002
3.111573199999282e-001	6.269312e-001	-1.350244e+000	-2.000000e+000	-6.383434e-002
3.123573199999282e-001	3.654091e-001	-1.029253e+000	-2.000000e+000	-6.680778e-002
3.135573199999283e-001	9.358931e-002	-7.138849e-001	-2.000000e+000	-6.898522e-002
3.147573199999283e-001	-1.853770e-001	-4.069375e-001	-2.000000e+000	-7.038427e-002
3.155573199999283e-001	-3.738062e-001	-2.082681e-001	-2.000000e+000	-7.089628e-002
3.159573199999283e-001	-4.684232e-001	-1.109918e-001	-2.000000e+000	-7.102925e-002
3.163573199999283e-001	-5.631640e-001	-1.520072e-002	-2.000000e+000	-7.108176e-002
3.167573199999283e-001	-6.579218e-001	7.902416e-002	-2.000000e+000	-7.105511e-002
3.171573199999284e-001	-7.525923e-001	1.716049e-001	-2.000000e+000	-7.095063e-002
3.175573199999284e-001	-8.470726e-001	2.624667e-001	-2.000000e+000	-7.076970e-002
3.179573199999284e-001	-9.412616e-001	3.515378e-001	-2.000000e+000	-7.051381e-002
3.187573199999284e-001	-1.128372e+000	5.240372e-001	-2.000000e+000	-6.978325e-002
3.195573199999284e-001	-1.313158e+000	6.885930e-001	-2.000000e+000	-6.877175e-002
3.203573199999285e-001	-1.494888e+000	8.447468e-001	-2.000000e+000	-6.749296e-002
3.211573199999285e-001	-1.672867e+000	9.920917e-001	-2.000000e+000	-6.596121e-002
3.219573199999285e-001	-1.846443e+000	1.130273e+000	-2.000000e+000	-6.419149e-002
3.223573199999285e-001	-1.931385e+000	1.195830e+000	-2.000000e+000	-6.322223e-002
3.227573199999285e-001	-2.015000e+000	1.258986e+000	-2.000000e+000	-6.219934e-002
3.231573199999285e-001	-2.097216e+000	1.319712e+000	-2.000000e+000	-6.112483e-002
3.235573199999285e-001	-2.177966e+000	1.377981e+000	-2.000000e+000	-6.000074e-002
3.239573199999286e-001	-2.257186e+000	1.433769e+000	-2.000000e+000	-5.882913e-002
3.247573199999286e-001	-2.410789e+000	1.537822e+000	-2.000000e+000	-5.635166e-002
3.255573199999286e-001	-2.557563e+000	1.631747e+000	-2.000000e+000	-5.370920e-002
3.263573199999286e-001	-2.697090e+000	1.715464e+000	-2.000000e+000	-5.091870e-002
3.271573199999286e-001	-2.828999e+000	1.788943e+000	-2.000000e+000	-4.799721e-002
3.283573199999287e-001	-3.011874e+000	1.880007e+000	-2.000000e+000	-4.340667e-002
3.295573199999287e-001	-3.175972e+000	1.948311e+000	-2.000000e+000	-3.861699e-002
3.307573199999287e-001	-3.320609e+000	1.994300e+000	-2.000000e+000	-3.368455e-002
3.319573199999288e-001	-3.445325e+000	2.018613e+000	-2.000000e+000	-2.866439e-002
3.331573199999288e-001	-3.549875e+000	2.022069e+000	-2.000000e+000	-2.360969e-002
3.343573199999289e-001	-3.634225e+000	2.005654e+000	-2.000000e+000	-1.857141e-002
3.355573199999289e-001	-3.698538e+000	1.970495e+000	-2.000000e+000	-1.359782e-002
3.367573199999289e-001	-3.743163e+000	1.917848e+000	-2.000000e+000	-8.734252e-003
3.375573199999289e-001	-3.762228e+000	1.873706e+000	-2.000000e+000	-5.573888e-003
3.379573199999290e-001	-3.768626e+000	1.849081e+000	-2.000000e+000	-4.022723e-003
3.383573199999290e-001	-3.772970e+000	1.822825e+000	-2.000000e+000	-2.492759e-003
3.387573199999290e-001	-3.775288e+000	1.794995e+000	-2.000000e+000	-9.853330e-004
3.391573199999290e-001	-3.775613e+000	1.765648e+000	-2.000000e+000	4.982685e-004
3.395573199999290e-001	-3.773976e+000	1.734840e+000	-2.000000e+000	1.956804e-003
3.399573199999290e-001	-3.770413e+000	1.702631e+000	-2.000000e+000	3.389082e-003
3.403573199999290e-001	-3.764957e+000	1.669078e+000	-2.000000e+000	4.793957e-003
3.411573199999290e-001	-3.748523e+000	1.598179e+000	-2.000000e+000	7.517171e-003
3.419573199999291e-001	-3.724988e+000	1.522622e+000	-2.000000e+000	1.011828e-002
3.427573199999291e-001	-3.694688e+000	1.442889e+000	-2.000000e+000	1.258993e-002
3.435573199999291e-001	-3.657977e+000	1.359466e+000	-2.000000e+000	1.492557e-002
3.447573199999292e-001	-3.591706e+000	1.228473e+000	-2.000000e+000	1.816163e-002
3.459573199999292e-001	-3.513156e+000	1.091897e+000	-2.000000e+000	2.106293e-002
3.471573199999292e-001	-3.423691e+000	9.513404e-001	-2.000000e+000	2.361751e-002
3.483573199999293e-001	-3.324715e+000	8.083671e-001	-2.000000e+000	2.581739e-002
3.495573199999293e-001	-3.217657e+000	6.644882e-001	-2.000000e+000	2.765843e-002
3.507573199999293e-001	-3.103953e+000	5.211499e-001	-2.000000e+000	2.914017e-002
3.519573199999294e-001	-2.985037e+000	3.797225e-001	-2.000000e+000	3.026571e-002
3.531573199999294e-001	-2.862320e+000	2.414911e-001	-2.000000e+000	3.104145e-002
3.539573199999294e-001	-2.779081e+000	1.517047e-001	-2.000000e+000	3.136884e-002
3.543573199999294e-001	-2.737184e+000	1.076468e-001	-2.000000e+000	3.147688e-002
3.547573199999294e-001	-2.695167e+000	6.419837e-002	-2.000000e+000	3.154845e-002
3.551573199999294e-001	-2.653079e+000	2.139724e-002	-2.000000e+000	3.158409e-002
3.555573199999295e-001	-2.610967e+000	-2.072016e-002	-2.000000e+000	3.158434e-002
3.559573199999295e-001	-2.568877e+000	-6.211875e-002	-2.000000e+000	3.154980e-002
3.563573199999295e-001	-2.526857e+000	-1.027648e-001	-2.000000e+000	3.148107e-002
3.567573199999295e-001	-2.484950e+000	-1.426259e-001	-2.000000e+000	3.137880e-002
3.575573199999295e-001	-2.401655e+000	-2.198712e-001	-2.000000e+000	3.107632e-002
3.583573199999295e-001	-2.319336e+000	-2.936239e-001	-2.000000e+000	3.064798e-002
3.591573199999296e-001	-2.238319e+000	-3.636765e-001	-2.000000e+000	3.009978e-002
3.599573199999296e-001	-2.158917e+000	-4.298440e-001	-2.000000e+000	2.943805e-002
3.607573199999296e-001	-2.081423e+000	-4.919648e-001	-2.000000e+000	2.866940e-002
3.611573199999296e-001	-2.043479e+000	-5.214635e-001	-2.000000e+000	2.824711e-002
3.615573199999296e-001	-2.006114e+000	-5.499002e-001	-2.000000e+000	2.780069e-002
3.619573199999296e-001	-1.969359e+000	-5.772612e-001	-2.000000e+000	2.733102e-002
3.623573199999297e-001	-1.933246e+000	-6.035341e-001	-2.000000e+000	2.683900e-002
3.627573199999297e-001	-1.897803e+000	-6.287080e-001	-2.000000e+000	2.632554e-002
3.631573199999297e-001	-1.863058e+000	-6.527733e-001	-2.000000e+000	2.579157e-002
3.639573199999297e-001	-1.795769e+000	-6.975467e-001	-2.000000e+000	2.466579e-002
3.647573199999297e-001	-1.731578e+000	-7.378050e-001	-2.000000e+000	2.346915e-002
3.655573199999297e-001	-1.670664e+000	-7.735204e-001	-2.000000e+000	2.220920e-002
3.667573199999298e-001	-1.585778e+000	-8.185654e-001	-2.000000e+000	2.021715e-002
3.679573199999298e-001	-1.509067e+000	-8.534374e-001	-2.000000e+000	1.812522e-002
3.691573199999298e-001	-1.440881e+000	-8.782929e-001	-2.000000e+000	1.595868e-002
3.703573199999299e-001	-1.381468e+000	-8.933778e-001	-2.000000e+000	1.374228e-002
3.715573199999299e-001	-1.330979e+000	-8.990217e-001	-2.000000e+000	1.150003e-002
3.727573199999300e-001	-1.289471e+000	-8.956299e-001	-2.000000e+000	9.255059e-003
3.739573199999300e-001	-1.256911e+000	-8.836761e-001	-2.000000e+000	7.029369e-003
3.751573199999300e-001	-1.233180e+000	-8.636943e-001	-2.000000e+000	4.843707e-003
3.763573199999301e-001	-1.218078e+000	-8.362705e-001	-2.000000e+000	2.717420e-003
3.771573199999301e-001	-1.212672e+000	-8.141631e-001	-2.000000e+000	1.341750e-003
3.775573199999301e-001	-1.211332e+000	-8.020349e-001	-2.000000e+000	6.683334e-004
3.779573199999301e-001	-1.210883e+000	-7.892234e-001	-2.000000e+000	5.308880e-006
3.783573199999301e-001	-1.211310e+000	-7.757543e-001	-2.000000e+000	-6.467649e-004
3.787573199999301e-001	-1.212600e+000	-7.616532e-001	-2.000000e+000	-1.287351e-003
3.791573199999301e-001	-1.214735e+000	-7.469460e-001	-2.000000e+000	-1.915932e-003
3.795573199999301e-001	-1.217701e+000	-7.316591e-001	-2.000000e+000	-2.532016e-003
3.803573199999302e-001	-1.226052e+000	-6.994516e-001	-2.000000e+000	-3.724822e-003
3.811573199999302e-001	-1.237511e+000	-6.652439e-001	-2.000000e+000	-4.862259e-003
3.819573199999302e-001	-1.251925e+000	-6.292511e-001	-2.000000e+000	-5.941170e-003
3.831573199999303e-001	-1.278738e+000	-5.723867e-001	-2.000000e+000	-7.443788e-003
3.843573199999303e-001	-1.311271e+000	-5.127175e-001	-2.000000e+000	-8.800600e-003
3.855573199999303e-001	-1.348928e+000	-4.509616e-001	-2.000000e+000	-1.000550e-002
3.867573199999304e-001	-1.391095e+000	-3.878226e-001	-2.000000e+000	-1.105414e-002
3.879573199999304e-001	-1.437138e+000	-3.239833e-001	-2.000000e+000	-1.194394e-002
3.891573199999304e-001	-1.486421e+000	-2.600997e-001	-2.000000e+000	-1.267396e-002
3.903573199999305e-001	-1.538306e+000	-1.967966e-001	-2.000000e+000	-1.324489e-002
3.915573199999305e-001	-1.592159e+000	-1.346626e-001	-2.000000e+000	-1.365891e-002
3.927573199999305e-001	-1.647361e+000	-7.424602e-002	-2.000000e+000	-1.391964e-002
3.935573199999305e-001	-1.684612e+000	-3.517374e-002	-2.000000e+000	-1.401069e-002
3.939573199999306e-001	-1.703308e+000	-1.605195e-002	-2.000000e+000	-1.403202e-002
3.943573199999306e-001	-1.722021e+000	2.771534e-003	-2.000000e+000	-1.403754e-002
3.947573199999306e-001	-1.740731e+000	2.128090e-002	-2.000000e+000	-1.402751e-002
3.951573199999306e-001	-1.759417e+000	3.946095e-002	-2.000000e+000	-1.400219e-002
3.955573199999306e-001	-1.778060e+000	5.729710e-002	-2.000000e+000	-1.396186e-002
3.963573199999306e-001	-1.815135e+000	9.188247e-002	-2.000000e+000	-1.383737e-002
3.971573199999307e-001	-1.851803e+000	1.249328e-001	-2.000000e+000	-1.365650e-002
3.979573199999307e-001	-1.887916e+000	1.563540e-001	-2.000000e+000	-1.342190e-002
3.987573199999307e-001	-1.923335e+000	1.860622e-001	-2.000000e+000	-1.313635e-002
3.995573199999307e-001	-1.957929e+000	2.139838e-001	-2.000000e+000	-1.280276e-002
3.999573199999307e-001	-1.974876e+000	2.272544e-001	-2.000000e+000	-1.261890e-002
4.003573199999307e-001	-1.991572e+000	2.400553e-001	-2.000000e+000	-1.242418e-002
4.007573199999308e-001	-2.008000e+000	2.523803e-001	-2.000000e+000	-1.221899e-002
4.011573199999308e-001	-2.024149e+000	2.642235e-001	-2.000000e+000	-1.200373e-002
4.015573199999308e-001	-2.040004e+000	2.755800e-001	-2.000000e+000	-1.177880e-002
4.019573199999308e-001	-2.055553e+000	2.864452e-001	-2.000000e+000	-1.154461e-002
4.027573199999308e-001	-2.085685e+000	3.066870e-001	-2.000000e+000	-1.105011e-002
4.035573199999308e-001	-2.114455e+000	3.249255e-001	-2.000000e+000	-1.052354e-002
4.043573199999309e-001	-2.141782e+000	3.411467e-001	-2.000000e+000	-9.968251e-003
4.055573199999309e-001	-2.179911e+000	3.616879e-001	-2.000000e+000	-9.088842e-003
4.067573199999309e-001	-2.214428e+000	3.777031e-001	-2.000000e+000	-8.163748e-003
4.079573199999310e-001	-2.245173e+000	3.892568e-001	-2.000000e+000	-7.204212e-003
4.091573199999310e-001	-2.272029e+000	3.964541e-001	-2.000000e+000	-6.221261e-003
4.103573199999310e-001	-2.294925e+000	3.994372e-001	-2.000000e+000	-5.225618e-003
4.115573199999311e-001	-2.313830e+000	3.983825e-001	-2.000000e+000	-4.227602e-003
4.127573199999311e-001	-2.328756e+000	3.934973e-001	-2.000000e+000	-3.237054e-003
4.139573199999311e-001	-2.339751e+000	3.850158e-001	-2.000000e+000	-2.263263e-003
4.151573199999312e-001	-2.346898e+000	3.731961e-001	-2.000000e+000	-1.314901e-003
4.159573199999312e-001	-2.349583e+000	3.635983e-001	-2.000000e+000	-7.007666e-004
4.163573199999312e-001	-2.350317e+000	3.583162e-001	-2.000000e+000	-3.999684e-004
4.167573199999312e-001	-2.350653e+000	3.527266e-001	-2.000000e+000	-1.037004e-004
4.171573199999312e-001	-2.350597e+000	3.468408e-001	-2.000000e+000	1.877860e-004
4.175573199999312e-001	-2.350155e+000	3.406702e-001	-2.000000e+000	4.742486e-004
4.179573199999312e-001	-2.349335e+000	3.342263e-001	-2.000000e+000	7.554549e-004
4.183573199999313e-001	-2.348144e+000	3.275206e-001	-2.000000e+000	1.031182e-003
4.191573199999313e-001	-2.344678e+000	3.133712e-001	-2.000000e+000	1.565356e-003
4.199573199999313e-001	-2.339820e+000	2.983164e-001	-2.000000e+000	2.075182e-003
4.207573199999313e-001	-2.333636e+000	2.824518e-001	-2.000000e+000	2.559231e-003
4.219573199999314e-001	-2.322031e+000	2.573461e-001	-2.000000e+000	3.234238e-003
4.231573199999314e-001	-2.307853e+000	2.309569e-001	-2.000000e+000	3.844816e-003
4.243573199999314e-001	-2.291367e+000	2.036039e-001	-2.000000e+000	4.388156e-003
4.255573199999315e-001	-2.272846e+000	1.756006e-001	-2.000000e+000	4.862242e-003
4.267573199999315e-001	-2.252568e+000	1.472517e-001	-2.000000e+000	5.265831e-003
4.279573199999315e-001	-2.230819e+000	1.188502e-001	-2.000000e+000	5.598429e-003
4.291573199999316e-001	-2.207881e+000	9.067546e-002	-2.000000e+000	5.860254e-003
4.303573199999316e-001	-2.184035e+000	6.299095e-002	-2.000000e+000	6.052208e-003
4.315573199999316e-001	-2.159559e+000	3.604254e-002	-2.000000e+000	6.175827e-003
4.323573199999317e-001	-2.143025e+000	1.859866e-002	-2.000000e+000	6.221303e-003
4.327573199999317e-001	-2.134722e+000	1.005694e-002	-2.000000e+000	6.233238e-003
4.331573199999317e-001	-2.126407e+000	1.645299e-003	-2.000000e+000	6.238109e-003
4.335573199999317e-001	-2.118091e+000	-6.629155e-003	-2.000000e+000	6.236027e-003
4.339573199999317e-001	-2.109783e+000	-1.475957e-002	-2.000000e+000	6.227110e-003
4.343573199999317e-001	-2.101490e+000	-2.273937e-002	-2.000000e+000	6.211480e-003
4.351573199999317e-001	-2.084990e+000	-3.822219e-002	-2.000000e+000	6.160600e-003
4.359573199999318e-001	-2.068659e+000	-5.303053e-002	-2.000000e+000	6.084473e-003
4.367573199999318e-001	-2.052563e+000	-6.712181e-002	-2.000000e+000	5.984260e-003
4.379573199999318e-001	-2.028997e+000	-8.683223e-002	-2.000000e+000	5.791477e-003
4.387573199999318e-001	-2.013757e+000	-9.897429e-002	-2.000000e+000	5.636544e-003
4.391573199999319e-001	-2.006298e+000	-1.047354e-001	-2.000000e+000	5.551660e-003
4.395573199999319e-001	-1.998955e+000	-1.102860e-001	-2.000000e+000	5.462063e-003
4.399573199999319e-001	-1.991735e+000	-1.156233e-001	-2.000000e+000	5.367930e-003
4.403573199999319e-001	-1.984644e+000	-1.207450e-001	-2.000000e+000	5.269438e-003
4.407573199999319e-001	-1.977686e+000	-1.256492e-001	-2.000000e+000	5.166770e-003
4.415573199999319e-001	-1.964195e+000	-1.347974e-001	-2.000000e+000	4.949630e-003
4.423573199999319e-001	-1.951303e+000	-1.430570e-001	-2.000000e+000	4.717984e-003
4.431573199999320e-001	-1.939046e+000	-1.504208e-001	-2.000000e+000	4.473318e-003
4.443573199999320e-001	-1.921922e+000	-1.597819e-001	-2.000000e+000	4.085180e-003
4.455573199999320e-001	-1.906394e+000	-1.671296e-001	-2.000000e+000	3.676160e-003
4.467573199999321e-001	-1.892535e+000	-1.724905e-001	-2.000000e+000	3.251262e-003
4.479573199999321e-001	-1.880399e+000	-1.759091e-001	-2.000000e+000	2.815400e-003
4.491573199999321e-001	-1.870020e+000	-1.774469e-001	-2.000000e+000	2.373357e-003
4.503573199999322e-001	-1.861414e+000	-1.771806e-001	-2.000000e+000	1.929741e-003
4.515573199999322e-001	-1.854578e+000	-1.752007e-001	-2.000000e+000	1.488952e-003
4.527573199999322e-001	-1.849493e+000	-1.716101e-001	-2.000000e+000	1.055147e-003
4.539573199999323e-001	-1.846122e+000	-1.665224e-001	-2.000000e+000	6.322128e-004
4.547573199999323e-001	-1.844803e+000	-1.623590e-001	-2.000000e+000	3.580824e-004
4.551573199999323e-001	-1.844415e+000	-1.600601e-001	-2.000000e+000	2.237409e-004
4.555573199999323e-001	-1.844205e+000	-1.576228e-001	-2.000000e+000	9.137288e-005
4.559573199999323e-001	-1.844170e+000	-1.550522e-001	-2.000000e+000	-3.890838e-005
4.563573199999323e-001	-1.844307e+000	-1.523532e-001	-2.000000e+000	-1.669939e-004
4.567573199999324e-001	-1.844613e+000	-1.495310e-001	-2.000000e+000	-2.927787e-004
4.571573199999324e-001	-1.845086e+000	-1.465907e-001	-2.000000e+000	-4.161625e-004
4.579573199999324e-001	-1.846516e+000	-1.403766e-001	-2.000000e+000	-6.553459e-004
4.587573199999324e-001	-1.848571e+000	-1.337529e-001	-2.000000e+000	-8.838263e-004
4.595573199999324e-001	-1.851219e+000	-1.267620e-001	-2.000000e+000	-1.100956e-003
4.603573199999325e-001	-1.854430e+000	-1.194464e-001	-2.000000e+000	-1.306160e-003
4.615573199999325e-001	-1.860232e+000	-1.079574e-001	-2.000000e+000	-1.590515e-003
4.627573199999325e-001	-1.867113e+000	-9.597670e-002	-2.000000e+000	-1.845506e-003
4.639573199999326e-001	-1.874953e+000	-8.364490e-002	-2.000000e+000	-2.070081e-003
4.651573199999326e-001	-1.883630e+000	-7.109934e-002	-2.000000e+000	-2.263533e-003
4.663573199999326e-001	-1.893017e+000	-5.847269e-002	-2.000000e+000	-2.425495e-003
4.675573199999327e-001	-1.902990e+000	-4.589194e-002	-2.000000e+000	-2.555924e-003
4.687573199999327e-001	-1.913421e+000	-3.347744e-002	-2.000000e+000	-2.655088e-003
4.699573199999327e-001	-1.924187e+000	-2.134207e-002	-2.000000e+000	-2.723544e-003
4.707573199999328e-001	-1.931491e+000	-1.345892e-002	-2.000000e+000	-2.752521e-003
4.715573199999328e-001	-1.938854e+000	-5.775355e-003	-2.000000e+000	-2.768523e-003
4.719573199999328e-001	-1.942548e+000	-2.016939e-003	-2.000000e+000	-2.771767e-003
4.723573199999328e-001	-1.946243e+000	1.681591e-003	-2.000000e+000	-2.771905e-003
4.727573199999328e-001	-1.949937e+000	5.317150e-003	-2.000000e+000	-2.768986e-003
4.731573199999328e-001	-1.953625e+000	8.886772e-003	-2.000000e+000	-2.763066e-003
4.739573199999329e-001	-1.960968e+000	1.581696e-002	-2.000000e+000	-2.742445e-003
4.747573199999329e-001	-1.968241e+000	2.245090e-002	-2.000000e+000	-2.710519e-003
4.755573199999329e-001	-1.975413e+000	2.876930e-002	-2.000000e+000	-2.667797e-003
4.767573199999329e-001	-1.985925e+000	3.761809e-002	-2.000000e+000	-2.584663e-003
4.775573199999330e-001	-1.992729e+000	4.307657e-002	-2.000000e+000	-2.517375e-003
4.779573199999330e-001	-1.996061e+000	4.566883e-002	-2.000000e+000	-2.480396e-003
4.783573199999330e-001	-1.999342e+000	4.816794e-002	-2.000000e+000	-2.441295e-003
4.787573199999330e-001	-2.002570e+000	5.057270e-002	-2.000000e+000	-2.400151e-003
4.791573199999330e-001	-2.005741e+000	5.288200e-002	-2.000000e+000	-2.357043e-003
4.799573199999330e-001	-2.011905e+000	5.721050e-002	-2.000000e+000	-2.265255e-003
4.807573199999330e-001	-2.017816e+000	6.114718e-002	-2.000000e+000	-2.166579e-003
4.815573199999331e-001	-2.023454e+000	6.468768e-002	-2.000000e+000	-2.061671e-003
4.827573199999331e-001	-2.031369e+000	6.925067e-002	-2.000000e+000	-1.894077e-003
4.839573199999331e-001	-2.038592e+000	7.291636e-002	-2.000000e+000	-1.716198e-003
4.851573199999332e-001	-2.045087e+000	7.569277e-002	-2.000000e+000	-1.530269e-003
4.863573199999332e-001	-2.050826e+000	7.759622e-002	-2.000000e+000	-1.338494e-003
4.875573199999332e-001	-2.055790e+000	7.865072e-002	-2.000000e+000	-1.143028e-003
4.887573199999333e-001	-2.059968e+000	7.888739e-002	-2.000000e+000	-9.459548e-004
4.899573199999333e-001	-2.063358e+000	7.834381e-002	-2.000000e+000	-7.492729e-004
4.905287485713619e-001	-2.064692e+000	7.780891e-002	-2.000000e+000	-6.558587e-004
4.911001771427905e-001	-2.065854e+000	7.712593e-002	-2.000000e+000	-5.636160e-004
